Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,X Coordinate,Y Coordinate
14CP054055,P004474516|P004474517|P004474518|P004474519|P004474520|P004474521,05/05/2014,POLICE,08/01/2014 9:00:00 AM,7133 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7640533,-87.65383915
14CP054057,P004474703|P004474704|P004474705|P004474706|P004474707|P004474708,05/05/2014,POLICE,08/01/2014 9:00:00 AM,7019 S CARPENTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.76631785,-87.65026126
14CP054062,P004469930|P004469931|P004469932|P004469933|P004469934|P004469935,05/05/2014,POLICE,08/01/2014 9:00:00 AM,6918 S NORMAL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.76835335,-87.63752719
14CP054070,P004507233|P004507234|P004507235|P004507236|P004507237|P004507238,04/14/2014,POLICE,08/01/2014 9:00:00 AM,6114 S BISHOP,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78265795,-87.66091531
14CP073335,P004507307|P004507308|P004507309|P004507310|P004507311|P004507312,06/23/2014,POLICE,08/01/2014 9:00:00 AM,5915 S ADA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78633425,-87.65804996
14CP074209,P004469665|P004469666|P004469667|P004469668|P004469669|P004469670,05/05/2014,POLICE,08/01/2014 9:00:00 AM,6731 S THROOP,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.771374,-87.65646679
14CP074459,P004469684|P004469685|P004469686|P004469687|P004469688,05/05/2014,POLICE,08/01/2014 9:00:00 AM,6448 S ABERDEEN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.77639115,-87.65226813
14CP074877,P004232185|P004232186|P004232187|P004232188|P004232189|P004232190,05/09/2014,POLICE,11/07/2014 9:00:00 AM,832  54TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.79536015,-87.64656558
14CP074877,P004232185|P004232186|P004232187|P004232188|P004232189|P004232190,05/09/2014,POLICE,11/07/2014 9:00:00 AM,832 W 54,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.79610908,-87.64631192
14CP074877,P004232185|P004232186|P004232187|P004232188|P004232189|P004232190,05/09/2014,POLICE,11/07/2014 9:00:00 AM,832 W 54TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.79536015,-87.64656558
14CP074886,P004457072|P004457073|P004457075|P004457076|P004457077,05/13/2014,POLICE,08/01/2014 9:00:00 AM,3223 S LEAVITT,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK AND TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.83501325,-87.68002972
14CP074889,P004232688|P004232690|P004232692,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346  JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232689|P004232691|P004232693,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346  JUSTINE,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",Liable - By plea,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232688|P004232690|P004232692,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346 S JUSTINA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232689|P004232691|P004232693,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346 S JUSTINA,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",Liable - By plea,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232688|P004232690|P004232692,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232689|P004232691|P004232693,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5346 S JUSTINE,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",Liable - By plea,700,0,0,0,0,740,740,0,41.7963291,-87.66368425
14CP074889,P004232688|P004232690|P004232692,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5646 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700,0,0,0,0,740,740,0,41.79136114,-87.66339226
14CP074889,P004232689|P004232691|P004232693,05/13/2014,POLICE,08/01/2014 9:00:00 AM,5646 S JUSTINE,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",Liable - By plea,700,0,0,0,0,740,740,0,41.79136114,-87.66339226
14CP075140,P004232702|P004232703,05/12/2014,POLICE,08/01/2014 9:00:00 AM,5032 S PRINCETON,13-12-140  Watchman required|13-12-140  Watchman required,"TCF NATL BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80262475,-87.63345769
14CP075145,P004232654|P004232655|P004232656|P004232657|P004232670|P004232671,04/30/2014,POLICE,08/01/2014 9:00:00 AM,5403 S PAULINA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.7956331,-87.6668105
14CP075717,P004469650|P004469726|P004469727|P004469728|P004469729|P004469730|P004469731,05/19/2014,POLICE,08/01/2014 9:00:00 AM,6415 S HERMITAGE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0,0,0,0,0,0,0,0,41.7771209,-87.6675537
14CP075717,P004469650|P004469726|P004469727|P004469728|P004469729|P004469730|P004469731,05/19/2014,POLICE,08/01/2014 9:00:00 AM,6732 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0,0,0,0,0,0,0,0,41.7711072,-87.67153352
14CP075720,P004469644|P004469645|P004469646|P004469647|P004469648|P004469649,05/19/2014,POLICE,08/01/2014 9:00:00 AM,6518 S DAMEN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7750997,-87.67408037
14CP075726,P004457128|P004457131|P004457132,05/21/2014,POLICE,08/01/2014 9:00:00 AM,4806 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",Default - Liable by prove-up,1800,0,8.62,0,0,1848.62,1840,0,41.80639635,-87.67243139
14CP075726,P004457127|P004457129|P004457130,05/21/2014,POLICE,08/01/2014 9:00:00 AM,4806 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK, ",Not liable - City failed to establish prima facie case,1800,0,8.62,0,0,1848.62,1840,0,41.80639635,-87.67243139
14CP075754,P004469626|P004469627|P004469628|P004469629|P004469630|P004469631,05/14/2014,POLICE,08/01/2014 9:00:00 AM,6353 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE, ",City non-suit,0,0,0,0,0,0,0,0,41.77775455,-87.67119315
14CP075769,P004447642|P004447643|P004447649|P004447650|P004448155|P004448156,05/13/2014,POLICE,08/01/2014 11:00:00 AM,9012 S BUFFALO,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.73142835,-87.54459313
14CP076613,P004232212|P004232214,05/12/2014,POLICE,08/01/2014 9:00:00 AM,5245 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"ONE WEST BANK FSB, ",City non-suit,800,0,483.43,236.88,0,1560.31,0,1541.25,41.7981976,-87.66563055
14CP076613,P004232213|P004232215,05/12/2014,POLICE,08/01/2014 9:00:00 AM,5245 S MARSHFIELD,13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK FSB, ",Default - Liable by prove-up,800,0,483.43,236.88,0,1560.31,0,1541.25,41.7981976,-87.66563055
14CP076613,P004232217,05/12/2014,POLICE,08/01/2014 9:00:00 AM,5245 S MARSHFIELD,13-12-140  Watchman required,"ONE WEST BANK FSB, ",Not liable - City failed to establish prima facie case,800,0,483.43,236.88,0,1560.31,0,1541.25,41.7981976,-87.66563055
14CP076616,P004507716|P004507717|P004507718|P004507719|P004507720|P004507721,05/19/2014,POLICE,08/01/2014 9:00:00 AM,5531 S LOOMIS BLVD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.79275725,-87.65943277
14CP076633,P004507386|P004507387|P004507388|P004507389|P004507390|P004507391,05/14/2014,POLICE,08/01/2014 9:00:00 AM,6208 S MORAGN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78114565,-87.64994553
14CP076633,P004507386|P004507387|P004507388|P004507389|P004507390|P004507391,05/14/2014,POLICE,08/01/2014 9:00:00 AM,6208 S MORGAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78114565,-87.64994553
14CP076636,P004507293|P004507294|P004507295|P004507296|P004507297|P004507298,05/14/2014,POLICE,08/01/2014 9:00:00 AM,6114 S BISHOP,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78265795,-87.66091531
14CP077639,P004457169|P004457170|P004457171|P004457172|P004457173|P004457174,05/26/2014,POLICE,08/01/2014 9:00:00 AM,2553 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.92717838,-87.70104667
14CP077639,P004457169|P004457170|P004457171|P004457172|P004457173|P004457174,05/26/2014,POLICE,08/01/2014 9:00:00 AM,5253 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79759588,-87.69746152
14CP077639,P004457169|P004457170|P004457171|P004457172|P004457173|P004457174,05/26/2014,POLICE,08/01/2014 9:00:00 AM,8553 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.8769253,-87.6998662
14CP077649,P004366625|P004475326,06/05/2014,POLICE,08/01/2014 1:00:00 AM,4009 W JACKSON,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.87687385,-87.72598076
14CP077657,P004475343|P004475344,06/05/2014,POLICE,08/01/2014 1:00:00 AM,948 N HAMLIN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.89813193,-87.72139049
14CP077889,P004448139|P004448140|P004448141|P004448142|P004448143|P004448144,05/14/2014,POLICE,08/01/2014 11:00:00 AM,10915 S BUFFALO,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.6968628,-87.54355617
14CP078304,P004536816|P004536817,05/22/2014,POLICE,08/01/2014 9:00:00 AM,5419 S HERMITAGE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.79520205,-87.6679688
14CP078308,P004536822|P004536823,05/20/2014,POLICE,08/01/2014 9:00:00 AM,714 W 54TH,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.79545415,-87.64345198
14CP078308,P004536822|P004536823,05/20/2014,POLICE,08/01/2014 9:00:00 AM,714 W 59TH,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.7872676,-87.64322347
14CP078312,P004396172|P004396173|P004447980|P004447981|P004447990|P004447991,05/04/2014,POLICE,08/01/2014 11:00:00 AM,3216 E 92ND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LASALLE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.72857145,-87.54617504
14CP078316,P004475349|P004475350,06/05/2014,POLICE,08/01/2014 1:00:00 AM,2841 W CONGRESS PKWY,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.87464835,-87.69775931
14CP078322,P004447992|P004448182,05/11/2014,POLICE,08/01/2014 11:00:00 AM,7642 S MARQUETTE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7560093,-87.55887034
14CP079416,P004456472|P004456474|P004456475|P004456476|P004456477,06/07/2014,POLICE,09/05/2014 9:00:00 AM,3349 W 38TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK AND TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.82414865,-87.70881667
14CP079573,P004536863|P004536864|P004536865|P004536866,06/12/2014,POLICE,08/01/2014 9:00:00 AM,5140 S PAULINA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80007275,-87.6674274
14CP079577,P004545022|P004545023,06/13/2014,POLICE,08/01/2014 9:00:00 AM,5357 S LAFLIN,13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7960842,-87.66198304
14CP079590,P004536834|P004536835|P004536837,06/10/2014,POLICE,08/01/2014 9:00:00 AM,917 W 54TH,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.79591569,-87.6484304
14CP079598,P004470349|P004470350|P004470351|P004470352|P004470353|P004470354,05/26/2014,POLICE,08/01/2014 9:00:00 AM,5621 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7915709,-87.66301377
14CP079605,P004514328|P004514329|P004514330|P004514331|P004514332|P004514333,06/10/2014,POLICE,08/01/2014 9:00:00 AM,6918 S NORMAL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.76835335,-87.63752719
14CP081021,P004494505|P004494506|P004494507|P004510556|P004510557|P004510558,06/26/2014,POLICE,08/01/2014 11:00:00 AM,8384 S BAKER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7419539,-87.54821157
14CP081026,P004514358|P004514359|P004514360|P004514361|P004514362|P004514363,06/16/2014,POLICE,08/01/2014 9:00:00 AM,7135 S PEORIA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.76410055,-87.64655811
14CP081050,P004317958|P004317959|P004317960|P004317961|P004317962|P004317963,05/08/2014,POLICE,08/01/2014 9:00:00 AM,6116 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.7821598,-87.69739846
14CP081050,P004317958|P004317959|P004317960|P004317961|P004317962|P004317963,05/08/2014,POLICE,08/01/2014 9:00:00 AM,6616 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.77312117,-87.69700974
14CP081051,P004317964|P004317965|P004317966|P004317967|P004317969,05/08/2014,POLICE,08/01/2014 9:00:00 AM,2617 W 63RD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.77898365,-87.68932008
14CP081052,P004453557|P004453558|P004453559|P004453560|P004453561|P004453562,05/21/2014,POLICE,08/01/2014 9:00:00 AM,3417 S 66TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.77231765,-87.70850525
14CP081052,P004453557|P004453558|P004453559|P004453560|P004453561|P004453562,05/21/2014,POLICE,08/01/2014 9:00:00 AM,3417 W 66TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.77231765,-87.70850525
14CP081107,P004424969|P004424970|P004424971|P004424972|P004424973|P004424974,05/28/2014,POLICE,09/05/2014 9:00:00 AM,6206  FRANCISCO,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.9942466,-87.70230353
14CP081107,P004424969|P004424970|P004424971|P004424972|P004424973|P004424974,05/28/2014,POLICE,09/05/2014 9:00:00 AM,6206 S FRANCISCO,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.9942466,-87.70230353
14CP081108,P004424963|P004424964|P004424965|P004424966|P004424967|P004424968,05/28/2014,POLICE,09/05/2014 9:00:00 AM,3607 W 64,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.8272088,-87.6239386
14CP081112,P004424201|P004424202|P004424203|P004424204|P004424205|P004424206,06/07/2014,POLICE,11/07/2014 9:00:00 AM,6937 S MAPLEWOOD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.76716905,-87.68670135
14CP081113,P004472062|P004472064|P004472066,06/21/2014,POLICE,08/01/2014 9:00:00 AM,7004 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,1300,0,24.12,377.88,0,1742,1730.77,0,41.7662006,-87.68480355
14CP081113,P004472063|P004472065|P004472067,06/21/2014,POLICE,08/01/2014 9:00:00 AM,7004 S ARTESIAN,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up,1300,0,24.12,377.88,0,1742,1730.77,0,41.7662006,-87.68480355
14CP081114,P004472056|P004472057|P004472058|P004472059|P004472060|P004472061,05/25/2014,POLICE,08/01/2014 9:00:00 AM,5814 S RICHMOND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.7876802,-87.69756806
14CP081134,P004493601|P004494171|P004494172|P004494173|P004494174|P004494175,06/18/2014,POLICE,08/01/2014 11:00:00 AM,8744 S SAGINAW,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL, ",Default - Liable by prove-up,4300,0,108.08,0,0,4448.08,4391.9,0,41.73594825,-87.56000446
14CP081135,P004281627|P004281949,06/23/2014,POLICE,08/01/2014 1:00:00 AM,3707 N ALBANY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit,400,0,0,0,0,440,440,0,41.9487316,-87.70519488
